,filename,folder,octTags0,octTags1,octTags2,octTags3,octTags4,all_label,fundus_image_qualified,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_focus-clearness,fi_unqualified_readable-range,fi_unqualified_others,path,exists
452,15093034-20191127-L_191127165449092.1215738.26324_131.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_disc-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_disc-positionfi_unqualified_othersnan,0,1,1,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093034-20191127-L_191127165449092.1215738.26324_131.png,TRUE
1953,1301097-20151202-R_151202110902328._061.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301097-20151202-R_151202110902328._061.png,TRUE
1912,86162273-20170206-L_170206155354953_113.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86162273-20170206-L_170206155354953_113.png,TRUE
1655,1427101-20150130-R_150130143634531._064.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427101-20150130-R_150130143634531._064.png,TRUE
2885,13011070-20181029-R_181029163406625_187.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011070-20181029-R_181029163406625_187.png,TRUE
1653,16121012-20171018-R_171018103023859_056.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/16121012-20171018-R_171018103023859_056.png,TRUE
2198,13011050-20170616-R_170616153028109_091.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011050-20170616-R_170616153028109_091.png,TRUE
654,1301270-20180111-R_180111113220281._096.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301270-20180111-R_180111113220281._096.png,TRUE
2864,13000004-20140312-R_140722084923625_176.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13000004-20140312-R_140722084923625_176.png,TRUE
2791,1301043-20150407-R_150407152305765._158.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301043-20150407-R_150407152305765._158.png,TRUE
3281,13011089-20181107-L_18110711305748_030.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011089-20181107-L_18110711305748_030.png,TRUE
2550,1301188-20181128-L_181128090820453._059.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301188-20181128-L_181128090820453._059.png,TRUE
2685,140401748-20150610-R_1506100959417_108.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/140401748-20150610-R_1506100959417_108.png,TRUE
961,1301067-20180827-L_180827102547234._094.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301067-20180827-L_180827102547234._094.png,TRUE
3383,86186484-20191217-L_1.2.276.0.75.2.1.20.0.3.191217154305014.1215738.30932_060.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186484-20191217-L_1.2.276.0.75.2.1.20.0.3.191217154305014.1215738.30932_060.png,TRUE
1117,1427203-20151202-R_151202151139140._076.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427203-20151202-R_151202151139140._076.png,TRUE
2501,14002959-20150506-R_150506091254843_193.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002959-20150506-R_150506091254843_193.png,TRUE
384,15093085-20191211-R_191211144908409.1215738.889_169.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093085-20191211-R_191211144908409.1215738.889_169.png,TRUE
775,1301217-20180102-L_180102101317468._066.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301217-20180102-L_180102101317468._066.png,TRUE
3144,86186233-20191127-L_1.2.276.0.75.2.1.20.0.3.191127093446450.1215738.28416_173.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186233-20191127-L_1.2.276.0.75.2.1.20.0.3.191127093446450.1215738.28416_173.png,TRUE
2035,14002145-20170911-R_170911150758828_142.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002145-20170911-R_170911150758828_142.png,TRUE
2540,86177770-20180919-R_180919101809046_117.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86177770-20180919-R_180919101809046_117.png,TRUE
780,86179087-20181031-R_181031134302093_027.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86179087-20181031-R_181031134302093_027.png,TRUE
1656,1427204-20161207-L_161207113128640._064.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_macular-position,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_macular-positionnannan,0,1,0,1,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427204-20161207-L_161207113128640._064.png,TRUE
681,15093010-20191120-R_191120160035734.1076358.10567_100.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15093010-20191120-R_191120160035734.1076358.10567_100.png,TRUE
1148,13011074-20180910-R_180910101621125_192.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011074-20180910-R_180910101621125_192.png,TRUE
3108,86177143-20180413-R_180413102112375_179.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessnannannan,0,1,0,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86177143-20180413-R_180413102112375_179.png,TRUE
914,86186153-20191121-L_1.2.276.0.75.2.1.20.0.3.191121160134514.1215738.29366_165.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186153-20191121-L_1.2.276.0.75.2.1.20.0.3.191121160134514.1215738.29366_165.png,TRUE
757,13011050-20170616-L_170616152950656_001.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011050-20170616-L_170616152950656_001.png,TRUE
2672,86173531-20170705-R_170705142503687_124.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86173531-20170705-R_170705142503687_124.png,TRUE
1902,14001010-20150318-R_15031810513862_110.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001010-20150318-R_15031810513862_110.png,TRUE
3103,86186371-20191206-L_1.2.276.0.75.2.1.20.0.3.191206143827921.1076358.26595_190.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,fi_unqualified_macular-position,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersfi_unqualified_macular-positionnan,0,1,0,1,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186371-20191206-L_1.2.276.0.75.2.1.20.0.3.191206143827921.1076358.26595_190.png,TRUE
2273,15091527-20191129-R_191129145138234.1076358.19387_070.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_macular-position,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_macular-positionfi_unqualified_othersnan,0,1,1,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091527-20191129-R_191129145138234.1076358.19387_070.png,TRUE
2517,1301266-20170828-R_170828103800156._065.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301266-20170828-R_170828103800156._065.png,TRUE
1357,13011036-20161109-L_161109154343218_044.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011036-20161109-L_161109154343218_044.png,TRUE
3430,1301076-20151217-L_160803115238843._159.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301076-20151217-L_160803115238843._159.png,TRUE
2620,17071085-20191203-R_191203085748718.1076358.25277_114.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/17071085-20191203-R_191203085748718.1076358.25277_114.png,TRUE
2503,1301121-20151208-R_151208105435906._015.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301121-20151208-R_151208105435906._015.png,TRUE
663,15091527-20191129-L_191129145336406.1076358.25329_042.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,,,,fundus_image_unqualifiedfi_unqualified_disc-positionnannannan,0,1,1,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/15091527-20191129-L_191129145336406.1076358.25329_042.png,TRUE
7,1301239-20170912-R_170912104932156._065.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301239-20170912-R_170912104932156._065.png,TRUE
3464,13011070-20181029-L_181029163411281_151.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,,,,fundus_image_unqualifiedfi_unqualified_macular-positionnannannan,0,1,0,1,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011070-20181029-L_181029163411281_151.png,TRUE
1498,1301067-20160418-L_160418112108171._163.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301067-20160418-L_160418112108171._163.png,TRUE
2493,86172056-20191218-L_191218102400752.1215738.24179_195.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86172056-20191218-L_191218102400752.1215738.24179_195.png,TRUE
1320,140400201-20140314-R_14031416585039_014.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/140400201-20140314-R_14031416585039_014.png,TRUE
365,13011090-20181204-R_190716181922453_040.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011090-20181204-R_190716181922453_040.png,TRUE
3005,14001408-20150318-R_15031809430145_130.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001408-20150318-R_15031809430145_130.png,TRUE
1287,86186037-20191114-R_1.2.276.0.75.2.1.20.0.3.191114163946703.1076358.24171_152.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86186037-20191114-R_1.2.276.0.75.2.1.20.0.3.191114163946703.1076358.24171_152.png,TRUE
869,14002306-20150128-L_150128115247312_055.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002306-20150128-L_150128115247312_055.png,TRUE
250,1301239-20160628-R_160628110046281._148.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301239-20160628-R_160628110046281._148.png,TRUE
993,16121049-20190108-R_190108110214046_130.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_focus-clearness,fi_unqualified_others,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_focus-clearnessfi_unqualified_othersnan,0,1,0,1,1,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/16121049-20190108-R_190108110214046_130.png,TRUE
2014,1427065-20150109-L_150117101122265._007.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1427065-20150109-L_150117101122265._007.png,TRUE
1926,13011042-20171120-L_171120105725015_110.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011042-20171120-L_171120105725015_110.png,TRUE
3486,1301020-20161208-L_161208102945875._200.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301020-20161208-L_161208102945875._200.png,TRUE
1774,18060056-20180809-R_180809164413046_079.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_macular-position,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_macular-positionnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18060056-20180809-R_180809164413046_079.png,TRUE
190,14002448-20170726-R_170726101038718_170.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,,,,fundus_image_unqualifiedfi_unqualified_readable-rangenannannan,0,1,0,0,0,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002448-20170726-R_170726101038718_170.png,TRUE
1958,13011124-20200119-L_200119111840968.1076358.13823_015.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13011124-20200119-L_200119111840968.1076358.13823_015.png,TRUE
1766,14001323-20140802-R_140802101717031_022.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001323-20140802-R_140802101717031_022.png,TRUE
2621,19040002-20191219-L_191219155511735.1215738.8163_175.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_focus-clearness,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_focus-clearnessnannan,0,1,1,0,1,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/19040002-20191219-L_191219155511735.1215738.8163_175.png,TRUE
2544,19030082-20190815-L_1.2.276.0.75.2.1.20.0.3.190815103948484.1076358.14583_114.jpg,xux,fundus_image_unqualified,fi_unqualified_focus-clearness,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_focus-clearnessfi_unqualified_readable-rangenannan,0,1,0,0,1,1,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/19030082-20190815-L_1.2.276.0.75.2.1.20.0.3.190815103948484.1076358.14583_114.png,TRUE
3181,86178700-20180827-R_18082714535901_112.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86178700-20180827-R_18082714535901_112.png,TRUE
2399,1301043-20160606-L_160606101755046._016.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301043-20160606-L_160606101755046._016.png,TRUE
1717,86174519-20180417-R_180417153557250_187.jpg,xux,fundus_image_unqualified,fi_unqualified_others,fi_unqualified_readable-range,,,fundus_image_unqualifiedfi_unqualified_othersfi_unqualified_readable-rangenannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86174519-20180417-R_180417153557250_187.png,TRUE
1548,18080033-20150814-R_150814145247140_128.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/18080033-20150814-R_150814145247140_128.png,TRUE
3483,13161326-20200114-R_200114151842265.1076358.7957_038.jpg,xux,fundus_image_unqualified,fi_unqualified_disc-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_disc-positionfi_unqualified_othersnannan,0,1,1,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/13161326-20200114-R_200114151842265.1076358.7957_038.png,TRUE
1508,14002864-20150422-R_150422105517750_157.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002864-20150422-R_150422105517750_157.png,TRUE
3399,86181587-20190710-L_1.2.276.0.75.2.1.20.0.3.190710085235109.1076358.18748_130.jpg,xux,fundus_image_unqualified,fi_unqualified_readable-range,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_readable-rangefi_unqualified_othersnannan,0,1,0,0,0,1,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/86181587-20190710-L_1.2.276.0.75.2.1.20.0.3.190710085235109.1076358.18748_130.png,TRUE
3143,14001336-20150826-R_15082610264414_010.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14001336-20150826-R_15082610264414_010.png,TRUE
2391,14002259-20150119-R_150119163625921_155.jpg,xux,fundus_image_qualified,,,,,fundus_image_qualifiednannannannan,1,0,0,0,0,0,0,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14002259-20150119-R_150119163625921_155.png,TRUE
1740,14005924-20160219-R_160219164629765_149.jpg,xux,fundus_image_unqualified,fi_unqualified_others,,,,fundus_image_unqualifiedfi_unqualified_othersnannannan,0,1,0,0,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/14005924-20160219-R_160219164629765_149.png,TRUE
3034,1301133-20190830-L_1.2.276.0.75.2.1.20.0.3.190830094543859.1076358.26379_020.jpg,xux,fundus_image_unqualified,fi_unqualified_macular-position,fi_unqualified_others,,,fundus_image_unqualifiedfi_unqualified_macular-positionfi_unqualified_othersnannan,0,1,0,1,0,0,1,dbfs:/mnt/fiqainDB/crop_fundus_image_set/1301133-20190830-L_1.2.276.0.75.2.1.20.0.3.190830094543859.1076358.26379_020.png,TRUE
